Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue
1,BP,GO:0002726,positive regulation of T cell cytokine production,7/2072,11/14849,0.000200838351809646,0.00120119817821953,0.000826890727221474
1,BP,GO:0002903,negative regulation of B cell apoptotic process,7/2072,11/14849,0.000200838351809646,0.00120119817821953,0.000826890727221474
1,BP,GO:0045591,positive regulation of regulatory T cell differentiation,7/2072,11/14849,0.000200838351809646,0.00120119817821953,0.000826890727221474
1,BP,GO:0030832,regulation of actin filament length,40/2072,163/14849,0.000203097148639568,0.00121334608195096,0.0008352532015682
1,BP,GO:0060562,epithelial tube morphogenesis,67/2072,314/14849,0.000203806402084471,0.0012162198395388,0.000837231462561895
1,BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,17/2072,49/14849,0.000206327444676222,0.00122714168825847,0.000844749935028941
1,BP,GO:0046850,regulation of bone remodeling,17/2072,49/14849,0.000206327444676222,0.00122714168825847,0.000844749935028941
1,BP,GO:0061045,negative regulation of wound healing,17/2072,49/14849,0.000206327444676222,0.00122714168825847,0.000844749935028941
1,BP,GO:0045445,myoblast differentiation,22/2072,72/14849,0.000217745230005556,0.00129360571984349,0.00089050299427256
1,BP,GO:0002347,response to tumor cell,10/2072,21/14849,0.000221450621190974,0.00130977842433596,0.000901636094223429
1,BP,GO:0033688,regulation of osteoblast proliferation,10/2072,21/14849,0.000221450621190974,0.00130977842433596,0.000901636094223429
1,BP,GO:0060561,apoptotic process involved in morphogenesis,10/2072,21/14849,0.000221450621190974,0.00130977842433596,0.000901636094223429
1,BP,GO:0072012,glomerulus vasculature development,10/2072,21/14849,0.000221450621190974,0.00130977842433596,0.000901636094223429
1,BP,GO:0051493,regulation of cytoskeleton organization,96/2072,487/14849,0.00022739581101528,0.0013434504178497,0.000924815499344439
1,BP,GO:0007423,sensory organ development,90/2072,451/14849,0.000229372483223171,0.00135362786610883,0.00093182153527161
1,BP,GO:1903426,regulation of reactive oxygen species biosynthetic process,23/2072,77/14849,0.000229916232397722,0.00135533584341533,0.000932997286802587
1,BP,GO:0051492,regulation of stress fiber assembly,24/2072,82/14849,0.000239204683282189,0.00140853232840971,0.000969617122696631
1,BP,GO:1902905,positive regulation of supramolecular fiber organization,42/2072,175/14849,0.00023994184844121,0.00141131358757529,0.000971531708862111
1,BP,GO:0030879,mammary gland development,30/2072,112/14849,0.000247008877201292,0.00145127927960936,0.000999043622174321
1,BP,GO:0010517,regulation of phospholipase activity,15/2072,41/14849,0.000247724027291498,0.00145387812933524,0.00100083263982248
1,BP,GO:0001936,regulation of endothelial cell proliferation,29/2072,107/14849,0.000250155039831729,0.00146653048103771,0.00100954237023169
1,BP,GO:0050954,sensory perception of mechanical stimulus,35/2072,138/14849,0.00025225368176048,0.0014772086484633,0.00101689309535601
1,BP,GO:0046578,regulation of Ras protein signal transduction,51/2072,225/14849,0.000252992796638658,0.00147984171815888,0.00101870566962967
1,BP,GO:0043542,endothelial cell migration,41/2072,170/14849,0.000253258706504203,0.00147984171815888,0.00101870566962967
1,BP,GO:2001057,reactive nitrogen species metabolic process,21/2072,68/14849,0.000255039642046521,0.00148861582964503,0.00102474566499352
1,BP,GO:1902742,apoptotic process involved in development,11/2072,25/14849,0.000256269740170855,0.00149415913060228,0.00102856160830983
1,BP,GO:0002534,cytokine production involved in inflammatory response,12/2072,29/14849,0.00027209588991337,0.00158469835775776,0.00109088774960954
1,BP,GO:0030833,regulation of actin filament polymerization,36/2072,144/14849,0.000280825504160797,0.00163375448872586,0.00112465741438793
1,BP,GO:0002418,immune response to tumor cell,9/2072,18/14849,0.000290645528667579,0.00168904037324922,0.00116271556839409
1,BP,GO:0061572,actin filament bundle organization,38/2072,155/14849,0.000295266506488827,0.00171402528657839,0.00117991488947777
1,BP,GO:0035821,modification of morphology or physiology of other organism,25/2072,88/14849,0.000298504779768645,0.00172905649063816,0.00119026219392875
1,BP,GO:1904019,epithelial cell apoptotic process,25/2072,88/14849,0.000298504779768645,0.00172905649063816,0.00119026219392875
1,BP,GO:0032147,activation of protein kinase activity,50/2072,221/14849,0.000303181317116728,0.00175423804442458,0.0012075968799952
1,BP,GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,21/2072,69/14849,0.000319051161409466,0.00184406034615081,0.00126942949824408
1,BP,GO:0051896,regulation of protein kinase B signaling,31/2072,119/14849,0.00033574234952413,0.00193843009817345,0.00133439252790283
1,BP,GO:0043535,regulation of blood vessel endothelial cell migration,23/2072,79/14849,0.000348004195869811,0.00200705017293314,0.00138162978196205
1,BP,GO:0060401,cytosolic calcium ion transport,34/2072,135/14849,0.000353144784024232,0.00203449573412447,0.001400522984153
1,BP,GO:0045671,negative regulation of osteoclast differentiation,10/2072,22/14849,0.000355423984030333,0.0020366176461265,0.00140198368346996
1,BP,GO:0050820,positive regulation of coagulation,10/2072,22/14849,0.000355423984030333,0.0020366176461265,0.00140198368346996
1,BP,GO:0061437,renal system vasculature development,10/2072,22/14849,0.000355423984030333,0.0020366176461265,0.00140198368346996
1,BP,GO:0061440,kidney vasculature development,10/2072,22/14849,0.000355423984030333,0.0020366176461265,0.00140198368346996
1,BP,GO:0072576,liver morphogenesis,10/2072,22/14849,0.000355423984030333,0.0020366176461265,0.00140198368346996
1,BP,GO:0016525,negative regulation of angiogenesis,26/2072,94/14849,0.000362386088786522,0.00207428084548161,0.00142791058784672
1,BP,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,14/2072,38/14849,0.000364481586971261,0.00207740282198409,0.00143005971982786
1,BP,GO:0034143,regulation of toll-like receptor 4 signaling pathway,8/2072,15/14849,0.000364880660795104,0.00207740282198409,0.00143005971982786
1,BP,GO:0046629,gamma-delta T cell activation,8/2072,15/14849,0.000364880660795104,0.00207740282198409,0.00143005971982786
1,BP,GO:0046639,negative regulation of alpha-beta T cell differentiation,8/2072,15/14849,0.000364880660795104,0.00207740282198409,0.00143005971982786
1,BP,GO:0071404,cellular response to low-density lipoprotein particle stimulus,8/2072,15/14849,0.000364880660795104,0.00207740282198409,0.00143005971982786
1,BP,GO:0009612,response to mechanical stimulus,32/2072,125/14849,0.000380566998639902,0.00216439865074924,0.00148994662726513
1,BP,GO:0050819,negative regulation of coagulation,13/2072,34/14849,0.00038618534238263,0.00219401033001816,0.0015103309597166
1,BP,GO:0035025,positive regulation of Rho protein signal transduction,11/2072,26/14849,0.000388511686334144,0.00220018998562662,0.00151458496210581
1,BP,GO:1900015,regulation of cytokine production involved in inflammatory response,11/2072,26/14849,0.000388511686334144,0.00220018998562662,0.00151458496210581
1,BP,GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,11/2072,26/14849,0.000388511686334144,0.00220018998562662,0.00151458496210581
1,BP,GO:0060191,regulation of lipase activity,18/2072,56/14849,0.000400728177622965,0.00226696439336813,0.00156055168065262
1,BP,GO:0010656,negative regulation of muscle cell apoptotic process,16/2072,47/14849,0.000402656388622466,0.00227304649890797,0.00156473853071955
1,BP,GO:0061383,trabecula morphogenesis,16/2072,47/14849,0.000402656388622466,0.00227304649890797,0.00156473853071955
1,BP,GO:0006887,exocytosis,63/2072,298/14849,0.000403720407395992,0.00227664132382354,0.00156721316599837
1,BP,GO:0051897,positive regulation of protein kinase B signaling,22/2072,75/14849,0.000413360219623568,0.00232607878603378,0.0016012453347281
1,BP,GO:1901568,fatty acid derivative metabolic process,22/2072,75/14849,0.000413360219623568,0.00232607878603378,0.0016012453347281
1,BP,GO:0001660,fever generation,7/2072,12/14849,0.000423852727957396,0.0023725957849632,0.00163326709081327
1,BP,GO:0042492,gamma-delta T cell differentiation,7/2072,12/14849,0.000423852727957396,0.0023725957849632,0.00163326709081327
1,BP,GO:0045655,regulation of monocyte differentiation,7/2072,12/14849,0.000423852727957396,0.0023725957849632,0.00163326709081327
1,BP,GO:0072109,glomerular mesangium development,7/2072,12/14849,0.000423852727957396,0.0023725957849632,0.00163326709081327
1,BP,GO:1901201,regulation of extracellular matrix assembly,7/2072,12/14849,0.000423852727957396,0.0023725957849632,0.00163326709081327
1,BP,GO:0043506,regulation of JUN kinase activity,23/2072,80/14849,0.000424881557333826,0.00237585920150258,0.00163551358845572
1,BP,GO:0030838,positive regulation of actin filament polymerization,24/2072,85/14849,0.000431759319479239,0.0024117876451833,0.00166024630738734
1,BP,GO:0032964,collagen biosynthetic process,15/2072,43/14849,0.000450273366675987,0.00250749716625428,0.00172613161833387
1,BP,GO:0060193,positive regulation of lipase activity,15/2072,43/14849,0.000450273366675987,0.00250749716625428,0.00172613161833387
1,BP,GO:0051260,protein homooligomerization,64/2072,305/14849,0.00045051445160033,0.00250749716625428,0.00172613161833387
1,BP,GO:0043583,ear development,44/2072,191/14849,0.000450775433528166,0.00250749716625428,0.00172613161833387
1,BP,GO:0071236,cellular response to antibiotic,30/2072,116/14849,0.000474387023057967,0.00263608805617926,0.00181465207766535
1,BP,GO:0032692,negative regulation of interleukin-1 production,9/2072,19/14849,0.000484075904240237,0.00267597561586745,0.00184211020558771
1,BP,GO:0032928,regulation of superoxide anion generation,9/2072,19/14849,0.000484075904240237,0.00267597561586745,0.00184211020558771
1,BP,GO:0033005,positive regulation of mast cell activation,9/2072,19/14849,0.000484075904240237,0.00267597561586745,0.00184211020558771
1,BP,GO:0046688,response to copper ion,9/2072,19/14849,0.000484075904240237,0.00267597561586745,0.00184211020558771
1,BP,GO:0090382,phagosome maturation,9/2072,19/14849,0.000484075904240237,0.00267597561586745,0.00184211020558771
1,BP,GO:0002762,negative regulation of myeloid leukocyte differentiation,14/2072,39/14849,0.000496293425910861,0.00274067115718029,0.00188664585688503
1,BP,GO:0006970,response to osmotic stress,18/2072,57/14849,0.00051027077056342,0.00281202992381848,0.00193576839428892
1,BP,GO:0048844,artery morphogenesis,18/2072,57/14849,0.00051027077056342,0.00281202992381848,0.00193576839428892
1,BP,GO:0021782,glial cell development,25/2072,91/14849,0.000520995153833455,0.00286520451473528,0.00197237315855694
1,BP,GO:0110020,regulation of actomyosin structure organization,25/2072,91/14849,0.000520995153833455,0.00286520451473528,0.00197237315855694
1,BP,GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II,13/2072,35/14849,0.000536616867488839,0.0029480734915959,0.00202941918958069
1,BP,GO:0033687,osteoblast proliferation,10/2072,23/14849,0.000550617469336126,0.00302187486518251,0.00208022318893859
1,BP,GO:0090022,regulation of neutrophil chemotaxis,12/2072,31/14849,0.00056518776903917,0.00309546312560096,0.00213088048369287
1,BP,GO:0098751,bone cell development,12/2072,31/14849,0.00056518776903917,0.00309546312560096,0.00213088048369287
1,BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,17/2072,53/14849,0.000591677477240572,0.00323721691603184,0.00222846212923743
1,BP,GO:0002381,immunoglobulin production involved in immunoglobulin mediated immune response,15/2072,44/14849,0.000596031114883216,0.00325769211406427,0.00224255701524211
1,BP,GO:0030203,glycosaminoglycan metabolic process,21/2072,72/14849,0.000602501679247803,0.00328968386138478,0.00226457975860504
1,BP,GO:0051961,negative regulation of nervous system development,66/2072,320/14849,0.000604676209716615,0.00329817760653003,0.00227042675307052
1,BP,GO:0010522,regulation of calcium ion transport into cytosol,23/2072,82/14849,0.000624192326907078,0.00340114612483417,0.00234130907251229
1,BP,GO:0048568,embryonic organ development,74/2072,368/14849,0.000633822604718511,0.00345009260525531,0.00237500325514113
1,BP,GO:0002834,regulation of response to tumor cell,8/2072,16/14849,0.000640700471992442,0.00346628712207891,0.00238615137044474
1,BP,GO:0002837,regulation of immune response to tumor cell,8/2072,16/14849,0.000640700471992442,0.00346628712207891,0.00238615137044474
1,BP,GO:0035587,purinergic receptor signaling pathway,8/2072,16/14849,0.000640700471992442,0.00346628712207891,0.00238615137044474
1,BP,GO:0050765,negative regulation of phagocytosis,8/2072,16/14849,0.000640700471992442,0.00346628712207891,0.00238615137044474
1,BP,GO:0071801,regulation of podosome assembly,8/2072,16/14849,0.000640700471992442,0.00346628712207891,0.00238615137044474
1,BP,GO:0072673,lamellipodium morphogenesis,8/2072,16/14849,0.000640700471992442,0.00346628712207891,0.00238615137044474
1,BP,GO:0045453,bone resorption,18/2072,58/14849,0.000644693350819477,0.00348435179159938,0.00239858687691457
1,BP,GO:1902743,regulation of lamellipodium organization,14/2072,40/14849,0.000666536292570999,0.00359875572756925,0.00247734120365801
1,BP,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,16/2072,49/14849,0.000681970477484606,0.0036783610065946,0.00253214054339852
1,BP,GO:1903035,negative regulation of response to wounding,19/2072,63/14849,0.000685929256787551,0.0036959727092223,0.00254426423277592
1,BP,GO:0030279,negative regulation of ossification,20/2072,68/14849,0.000716128466463505,0.0038547965634182,0.00265359670986211
1,BP,GO:0042136,neurotransmitter biosynthetic process,23/2072,83/14849,0.000751293606322092,0.00404000366103979,0.00278109110205799
1,BP,GO:0031639,plasminogen activation,9/2072,20/14849,0.000771705319392486,0.00412893338056482,0.00284230927719596
1,BP,GO:0032897,negative regulation of viral transcription,9/2072,20/14849,0.000771705319392486,0.00412893338056482,0.00284230927719596
1,BP,GO:0042036,negative regulation of cytokine biosynthetic process,9/2072,20/14849,0.000771705319392486,0.00412893338056482,0.00284230927719596
1,BP,GO:0070242,thymocyte apoptotic process,9/2072,20/14849,0.000771705319392486,0.00412893338056482,0.00284230927719596
1,BP,GO:1903306,negative regulation of regulated secretory pathway,9/2072,20/14849,0.000771705319392486,0.00412893338056482,0.00284230927719596
1,BP,GO:0010761,fibroblast migration,15/2072,45/14849,0.000780106922746356,0.00416969888797927,0.00287037177402845
1,BP,GO:1902624,positive regulation of neutrophil migration,12/2072,32/14849,0.000790550379408109,0.00422128554295172,0.00290588342183025
1,BP,GO:0045165,cell fate commitment,44/2072,196/14849,0.00080212975511442,0.00426977601062896,0.0029392636906385
1,BP,GO:0032060,bleb assembly,7/2072,13/14849,0.000807803609154278,0.00426977601062896,0.0029392636906385
1,BP,GO:0035588,G-protein coupled purinergic receptor signaling pathway,7/2072,13/14849,0.000807803609154278,0.00426977601062896,0.0029392636906385
1,BP,GO:0043371,negative regulation of CD4-positive, alpha-beta T cell differentiation,7/2072,13/14849,0.000807803609154278,0.00426977601062896,0.0029392636906385
1,BP,GO:0045623,negative regulation of T-helper cell differentiation,7/2072,13/14849,0.000807803609154278,0.00426977601062896,0.0029392636906385
1,BP,GO:0046851,negative regulation of bone remodeling,7/2072,13/14849,0.000807803609154278,0.00426977601062896,0.0029392636906385
1,BP,GO:0070486,leukocyte aggregation,7/2072,13/14849,0.000807803609154278,0.00426977601062896,0.0029392636906385
1,BP,GO:0090195,chemokine secretion,7/2072,13/14849,0.000807803609154278,0.00426977601062896,0.0029392636906385
